Review_title,Date,Body,Star_rating,Comments
Worst choice,Reviewed in India 🇮🇳 on 2 August 2022,"1) It ia my first Smart watch and the experience is worst choice,Battery company clime 5-7 day with extreme using call feature it may drop to 3-5 days but it was false,... I'm not even using call feature it drain with in 3 hrs after 100% full charge.2) And struggling to connect with Bluetooth.3) Auto discounted several times.4) no good touch response.Don't go for it.I purchased in prime day sale at least I believe as Indian company, but they took advantage and delivered worst product.It doesn't worth 2000.Add 1400 extra and go for noice colorfit pro 4.",2,
"Battery Backup is too Poor, not happy with battery backup",Reviewed in India 🇮🇳 on 27 October 2022,"Not happy with Battery Backup, down after 2 or 3 hours",2,
Is not connecting what  apps download sir,Reviewed in India 🇮🇳 on 4 October 2022,,5,
Nice product thanks 😊,Reviewed in India 🇮🇳 on 21 October 2022,The media could not be loaded.,5,
Calling feature is osm,Reviewed in India 🇮🇳 on 29 September 2022,Very good quality in this price range,5,
Nice👍,Reviewed in India 🇮🇳 on 5 October 2022,Super,5,
Good but improve some technical issues,Reviewed in India 🇮🇳 on 15 October 2022,Some times the product not showing time correctly.  And Bluetooth and smartwatch connected to mobile call disconnected automatically,2,
Best product,Reviewed in India 🇮🇳 on 13 September 2022,One of the best product with almost all best features included. I found the look of the product classy and it is even very comfortable to wear. Loved the product and even got it at an affordable price.,5,
"Waste of money, i requested for replacement but Amazon not responding....",Reviewed in India 🇮🇳 on 24 October 2022,Battery life when connected to phone is very worst...... don't buy this product.,2,
Quite good,Reviewed in India 🇮🇳 on 12 September 2022,"This watch is quite a good one, activity tracking is quite accurate and the design is also pretty good so considering everything in this price bracket I would say that it is quite a good smartwatch out there.",5,
V  nice and good  boat wave call smart watch,Reviewed in India 🇮🇳 on 1 October 2022,,5,
Bluetooth calling,Reviewed in India 🇮🇳 on 29 October 2022,"Not working Bluetooth calling properly, auto call received",2,
Bad music player,Reviewed in India 🇮🇳 on 26 September 2022,Everything seems nice but the music player just vibrates whenever it is touched.you cannot control the music or sound with it yet you can listen musix from it but cant control it..,2,
Super 👍,Reviewed in India 🇮🇳 on 1 October 2022,Super quality,5,
"Chinese product., It is said to be made in india on the box.",Reviewed in India 🇮🇳 on 13 October 2022,"This is totally misleading to people, as i cannot get refund I've replaced 2 times due to some features not working.",2,
Best watch in price,Reviewed in India 🇮🇳 on 2 October 2022,Beat,5,
Good looking,Reviewed in India 🇮🇳 on 29 September 2022,This product is too good,5,
Product,Reviewed in India 🇮🇳 on 27 September 2022,Very nice product but touch screen problem,5,
Value for money,Reviewed in India 🇮🇳 on 26 September 2022,Accuracy is great and display is bright,5,
good,Reviewed in India 🇮🇳 on 7 September 2022,"This is such a cool watch, I really love the colour options perfect for Casual to party wear, love the features like Heart rate and blood oxygen monitor and sleep monitoring too, so perfect to check your health. Battery life is quite long too and dust, splash and sweat resistance too.",5,
Nice Product,Reviewed in India 🇮🇳 on 2 October 2022,,5,
Not able to attend the call or make a call,Reviewed in India 🇮🇳 on 19 October 2022,Frequently getting disconnected with phone and every time need to restart the watch to connect bluetooth,2,
"It's A really good smart watch, would recommend buying it!",Reviewed in India 🇮🇳 on 27 September 2022,"The media could not be loaded.
                



 The touchscreen is good, really liked the overall features aswell. Also, loved the battery life and the accuracy is also good. It also has Bluetooth calling feature.",5,
Connectivity issues.,Reviewed in India 🇮🇳 on 16 October 2022,"Box tampered, disconnects automatically from mobile, don't connect and no option to reconnect. Lot of connectivity issues.",2,
Dynamic watch,Reviewed in India 🇮🇳 on 5 September 2022,"Premium looking and lightweight design of the watch is ideal to keep me stylish and modern. Watch with a HD Display that features a bold, bright touch interface with long lasting battery backup and premium built-in speaker and bluetooth calling ease my calling connectivity.",5,
Nyc,Reviewed in India 🇮🇳 on 2 October 2022,Better,5,
Screen not working properly,Reviewed in India 🇮🇳 on 16 October 2022,Very bad quality screen not good always blinking charging problem.seller not responding about product replacement.,2,
Perfect for gift😊,Reviewed in India 🇮🇳 on 7 September 2022,"I bought this watch for my sister, she is very happy to see the watch, watch quality is very good, Bluetooth connectivity is very fast, after morning walk it helps to check heartbeat, sp02, breath, very useful watch, in this price watch is worth it.",5,
Nice look,Reviewed in India 🇮🇳 on 1 October 2022,Nice watch,5,
Nice product,Reviewed in India 🇮🇳 on 29 September 2022,,5,
Best buy,Reviewed in India 🇮🇳 on 6 September 2022,"Looks of the watch are totally classy as well as stylish which one can easily amalgamate with any clothing, features are good as well be it Bluetooth calling or sports mode it excels in all its good a product worth buying for.",5,
Good,Reviewed in India 🇮🇳 on 28 September 2022,Good Watch,5,
Fabulous,Reviewed in India 🇮🇳 on 3 August 2022,"The smartwatch is amazing. The 1.69"" inch large display looks great in outdoors. The most highlighting feature of the watch is it supports Bluetooth calling. U can read notifications also. There are lot of amazing watch faces which we can choose according to our wish and we can customise the faces too. The 7 day battery life. This was my first smartwatch from boat and I must say I loved it. A very good product by boat . I am completely satisfied with my purchase.",5,
Good only for looks nothing else,Reviewed in India 🇮🇳 on 30 July 2022,"I have been using this watch for 1 week and writing this review.  Not worth for money except for looksPros:1. Look good, stylish and light weight2. Good sound quality in call and music3. Better (but not perfect) in steps count.Cons:1. No accuracy in sleep track, I slept only for 5 hrs but it's showing 6 to 7hrs of sleep2. No sedentary reminder3. Drinking water reminder is also not good.4. B",2,
Good product,Reviewed in India 🇮🇳 on 27 September 2022,"Thank you Boat, for this great experience.",5,
Calling features,Reviewed in India 🇮🇳 on 27 September 2022,Nice product 👍,5,
..,Reviewed in India 🇮🇳 on 28 September 2022,good product,5,
Worst product don't buy it,Reviewed in India 🇮🇳 on 10 September 2022,"Everything in this product is a gimmick. There are lot of issues with syncing to its companion app. Cheap quality and not worth for this price.It also measure the SpO2 and heart beat of floor, Desk, Remote.....",2,
Except Battery life rest features are good,Reviewed in India 🇮🇳 on 6 October 2022,"The media could not be loaded.
                



 For all the given features",5,
very nice,Reviewed in India 🇮🇳 on 27 July 2022,"I was using another well known brand, so when the current watch finally broke I ordered the most expensive replacement in that family of watches. Well, the watch was too smart for my phone! So I had to send it back when I did I decided to purchase a less expensive watch that had to bells a whistles that I wanted. It is perfect and gives me the necessary information I was looking for. The software is easy to understand and set up.",5,
Product battery life is so less,Reviewed in India 🇮🇳 on 17 October 2022,"Product box is note secure,and box Peking is damege",2,
Awesome,Reviewed in India 🇮🇳 on 25 September 2022,Nice product more usefull,5,
I am fully satisfied with the watch. I looks amazing in wrist.,Reviewed in India 🇮🇳 on 18 September 2022,It is one of the best watch in this section. You should try this once atleast.,5,
Warranty is useless since none of the service centers pick up calls!,Reviewed in India 🇮🇳 on 10 October 2022,I purchased this smartwatch on 23/07/22 and it worked fine for 2 months. But a few days ago the side button stopped functioning and soon after the watch itself isn't switching on. I tried getting in touch with the service centers mentioned on the Boat website but one is closed permanently and the other two aren't even responding to calls or messages. My suggestion to those reading this would be to shell out around two thousand more and go for a guaranteed product from a showroom instead of going for an online product offering a heavy discount.I have purchased Boat Air Pods in the past and have been happy with the products but I'm very disappointed with Boat this time.,1,
Nice and valuable product.,Reviewed in India 🇮🇳 on 7 September 2022,"Got this for my father for tracking his health parameters and man he loves it, taking calls without reaching for phone has to be his favourite and also health is quite check when you have daily record. Runs quite a long, build quality is also amazing.",5,
Not work properly,Reviewed in India 🇮🇳 on 11 October 2022,"Didn't monitor oxygen level,  some watch faces issue and some more issue",2,
DONT GET BLINDED BY POSITIVE RATINGS,Reviewed in India 🇮🇳 on 21 October 2022,"After the purchase, I have once replaced it due to incorrect tracking of spo2/sleep and rise to wake function.Now after I got the replaced device, everything went well for one day. Rise to wake, heart rate, SPO2 almost near to correct details and then I got an OTA update and bang!! every feature sucks. Heart rate, Sleep, Steps, Bluetooth connectivity, and charging hardly lasts for 2-3 hours. So i called customer care and returned the product. Again I placed a new order. Will submit another edit after its review.",1,
Good one.,Reviewed in India 🇮🇳 on 27 September 2022,,5,
Satisfied 😁 !!,Reviewed in India 🇮🇳 on 25 September 2022,,5,
The features is very good in this price,Reviewed in India 🇮🇳 on 25 September 2022,Good product,5,
Not Happy with the product,Reviewed in India 🇮🇳 on 16 September 2022,1st Time disappointed with the boat product. Getting BT disconnecting problem while making the call And battery draining so fast and also not getting notification properly.,2,
Good Product,Reviewed in India 🇮🇳 on 24 September 2022,Good product,5,
Performance quality low,Reviewed in India 🇮🇳 on 19 October 2022,Hitting issu and Battery very bad performance,2,
Amazing watch,Reviewed in India 🇮🇳 on 14 September 2022,Product's build quality is good and I used multiple smartwatches but this is awesome and most important is calling feature,5,
Battery life & Bluetooth calling,Reviewed in India 🇮🇳 on 9 September 2022,Battery life is around 10days with Bluetooth &30days without Bluetooth.  Bluetooth calling range also super.... A range of about 5 mtr from the phone was also heard clearly.,5,
Would like to return the item,Reviewed in India 🇮🇳 on 8 October 2022,"Touch screen is not working properly, quality is not up to mark.",2,
IT'S an average product from Boat.,Reviewed in India 🇮🇳 on 28 September 2022,"The media could not be loaded.
                



 It's an average product from Boat. Earlier, I've used boat vertex. Comparing to that this wave call is very average and UI also lagging. The only compromising feature is it has long battery life. Calling names aren't visible except numbers. It shows that it needs to update in more features.",2,
Good,Reviewed in India 🇮🇳 on 26 September 2022,Very good product 👌,5,
Battery backup 2days only,Reviewed in India 🇮🇳 on 10 October 2022,The media could not be loaded.,5,
"Awesome product,must buy",Reviewed in India 🇮🇳 on 26 September 2022,Excellent performance,5,
Worth for money product.,Reviewed in India 🇮🇳 on 29 July 2022,"I found it to be an awesome watch.The microphone and speaker available are very good. I am able to talk very clearly it is easy to connect. Also it has camera and music controlsVery easy to operate watch faces are very good and custom pictures are clear in the watch also the readings are very up to the mark and sports mode are also very good and accurate. So, yess it is worth to buy at this price.",5,
Best,Reviewed in India 🇮🇳 on 7 September 2022,"Absolutely worthy product in this price range. Amazing battery life and even more amazing screen quality. also, it is water and sweat proof which is a great feature of this watchIt's calling feature is very perfect for daily use as well",5,
बकबास घड़ी है,Reviewed in India 🇮🇳 on 22 October 2022,Bad product,2,
CALLING QUALITY AND MUSIC SOUND,Reviewed in India 🇮🇳 on 9 October 2022,The media could not be loaded.,5,
Great product,Reviewed in India 🇮🇳 on 5 September 2022,A great product with excellent features ans there is no doubt that boat always provid best features as compare to other brand so in my opinion everyone should buy this smartwatch because of its features,5,
Really Love this Smartwatch 😍,Reviewed in India 🇮🇳 on 5 September 2022,"Definitely, the battery life is good.The accuracy of heart rate detection is fairly good.You can add 10 favourites when dialling. You can converse with ease via watch.Completely happy with this purchase.",5,
Nice product,Reviewed in India 🇮🇳 on 12 September 2022,This product's build quality is very good and I used multiple smartwatches but this is awesome and most important they are consumer friendly.,5,
Below average,Reviewed in India 🇮🇳 on 17 October 2022,Poor quality display rest all ok,2,
Keya water portfolio hai,Reviewed in India 🇮🇳 on 24 September 2022,Like,5,
Nice,Reviewed in India 🇮🇳 on 26 September 2022,Good,5,
Good smartwatch.,Reviewed in India 🇮🇳 on 15 August 2022,"Calling quality is very good. Battery is more than average. Build quality and strap is very good and comfortable. SPO2 and heart rate shows 95% accurate result.4 numbers of watch faces are inbuilt, 1 number watchface can be selected from cloud, and 1 number of watch face is for custom watch face.Useful watch with boat brand.",5,
Not Good,Reviewed in India 🇮🇳 on 3 October 2022,Not Good...Gestures not working...Facing problem while connecting it again after some periods of time,2,
Nice watch,Reviewed in India 🇮🇳 on 5 September 2022,Decent product in this price range. Watch is slim and stylish. It has a range of features that works accurately. Touch is good as well. Bluetooth Call quality is awesome. Overall satisfied with this smartwatch.,5,
"Great product , must buy",Reviewed in India 🇮🇳 on 22 September 2022,,5,
Fantastic,Reviewed in India 🇮🇳 on 3 August 2022,"The media could not be loaded.
                



 Bought it during first sale. One of the best watches ever.. qualities are👇1. Lage curved display2. Premium build quality with matte finishing- sturdy3. Attractive, trendy colours.4. Clear bright, sharp LCD IPS display even in the sun.5. In app GPS works superbly. Excellent route tracking on the map6. Bluetooth connectivity is good.7.All notifications are working, no problem with call alerts or SMS msgs or social media app notifications.Best budget watch ever..😇",5,
Awesome,Reviewed in India 🇮🇳 on 5 September 2022,"""The hd display is very awesome and the watch is best looking .Calling feature works good and connectivity is awesome, faced no issue .Overall the watch is worth buying in this range.""",5,
Getting reboot automatically will on call,Reviewed in India 🇮🇳 on 1 August 2022,"Update after using 1 monthGetting reboot automatically during call, all data and steps gets reset and battery dropped by 10-15% durit this reboot.Facing this issue frequently almost 4-5 time a day.Very worst productBattery draining too fast, 40% drained without using BT calling. Very less watch faces option available. Hope it will solve in update.",2,
Sports mode,Reviewed in India 🇮🇳 on 3 October 2022,"The media could not be loaded.
                



 Good 😊 chocolate 🍫🍫🍫🍫accha hai watch",5,
As per brand name performance does disappointed,Reviewed in India 🇮🇳 on 15 October 2022,Touch not work properly,2,
Go for it ....,Reviewed in India 🇮🇳 on 23 September 2022,,5,
Very strap got damaged within 1 week,Reviewed in India 🇮🇳 on 12 October 2022,Very strap got damaged within 1 week,2,
Nice watch,Reviewed in India 🇮🇳 on 13 September 2022,Excellent Product from Boat.  But battery life is not up to mark as they claim.,5,
Best calling smart watch,Reviewed in India 🇮🇳 on 1 August 2022,"I am not that fond of tech products , but one of my friend told me about the amazing features of this watch and I ordered mine on the very first day it Launched and to my surprise I loved it a lot , the dial size is bug also the touch is smooth , easy to use , and compatible with my Samsung S21.It's a must have in today's era.",5,
Not so good,Reviewed in India 🇮🇳 on 15 October 2022,Battery backup not good.....touch is not good,2,
Pretty nice,Reviewed in India 🇮🇳 on 7 September 2022,Quality of watch is quite good. Calling feature is really helpful as it goes smooth without any issues. Rest features are also good.,5,
Nice watch fir tracking,Reviewed in India 🇮🇳 on 10 September 2022,"Good watch with all necessary features.Currently iam using it for calorie tracking and sleep also.you can use for checking your whatsappmessages,take pics etc.",5,
"Screen dial corners cracks it's seems, finishing or colour is poor very dispointment",Reviewed in India 🇮🇳 on 18 October 2022,Not like at all,2,
"Worst watch, only time is accurate",Reviewed in India 🇮🇳 on 29 August 2022,"Writing this, after using for 1month. Heart rate, spo2, steps count and every reading is perfectly wrong. Never ever buy if u look for perfect smart watch. Bluetooth calling is not bad. Feel bad for buying this one.",2,
It is good. But BP is not available. Unhappy,Reviewed in India 🇮🇳 on 18 October 2022,Good,2,
Amazing watch,Reviewed in India 🇮🇳 on 7 September 2022,Amazing watch with good battery backup.Look is so good with clarity of voice. Many more features at this price. Value for money.,5,
Worst support for calling,Reviewed in India 🇮🇳 on 13 October 2022,Worst support for BT calling,2,
Very nice watch,Reviewed in India 🇮🇳 on 20 September 2022,Watch battery is poor,5,
App connectivity,Reviewed in India 🇮🇳 on 21 September 2022,Sync with app is worst. Doesn't connect to app easy compare to other watches I am not impressed,2,
Very good product,Reviewed in India 🇮🇳 on 21 September 2022,Its very good product,5,
Good,Reviewed in India 🇮🇳 on 10 September 2022,"If you need a watch that has a good build quality, display, and basic features then it's a great watch.",5,
Great Indian Brand,Reviewed in India 🇮🇳 on 18 August 2022,Great deal. Awesome smart watch at this price range long Battery life. I Got a great launch deal at 1999. The watch is stylish and looks great. As always boat provides a value for money product when we can't afford expensive ones like iWatch or Samsung. Boat rocks.,5,
Built Quality,Reviewed in India 🇮🇳 on 1 August 2022,"I like most of the things from this watch but the one thing I liked the most is it's built quality, It is strong and pretty at a same time. It has all the features which I wanted on this reasonable price range. Curved display and it's resolution looks classy on hand. The calling feature works fine too.",5,
Absolute stunning watch,Reviewed in India 🇮🇳 on 28 July 2022,"Order boat wave call and got this on second day with prime delivery, this was has calling, best tracking, best abttery life. I mean you have lots and lots of watch faces, almost every exercise is coverd and also this is water proof.I have started calling from this clear voice on both side. GPS enabled. And feels premium in hand.",5,
Lack of sports mode.,Reviewed in India 🇮🇳 on 4 October 2022,Bluetooth calling is good,2,
Calling ok,Reviewed in India 🇮🇳 on 3 October 2022,But poor touch and watch'hanging,2,
Amazing watch. Worth the price...,Reviewed in India 🇮🇳 on 6 September 2022,Nice watch with superb touch response. Looks stylish and have a good battery backup,5,
Awesome BOAT calling Watch with multiple features,Reviewed in India 🇮🇳 on 3 August 2022,"Best product by BOAT. I have used from couple of days... quite good touch response. I bought in launch offer at RS 1999, truly value for money.Has calling feature, call quality is quite better, connects easily. Has many more sports feature. Display quality is also Amazing. I love boat products, always fulfill the needs.",5,
Cll n music by also avl like it,Reviewed in India 🇮🇳 on 24 September 2022,"The media could not be loaded.
                



 Go for buy it's amazing watch",5,
Batary is not ok,Reviewed in India 🇮🇳 on 2 October 2022,Batary life is bad,2,
Ha,Reviewed in India 🇮🇳 on 27 September 2022,"The media could not be loaded.
                



 Battery issues",5,
Music not working. Sleep monitor not working,Reviewed in India 🇮🇳 on 27 September 2022,Some time touch not working,2,
Value for money,Reviewed in India 🇮🇳 on 28 July 2022,Value for money.Built quality also good.Good design and nice colour.The most highlighting feature of the watch is it supports Bluetooth calling.There are lot of amazing watch faces which we can choose according to our wish and we can customise the face too.Battery backup also good.Comfortable strips.Many more function available in watch.Fast delivery.Thx amazon for this watch.,5,
Awesome watch,Reviewed in India 🇮🇳 on 28 July 2022,"I really liked the watch as it is having multiple features like calling ,music and tracking heart rate spo2 and all.I just love it and also it is cost friendly. So guyz go and buy it, definitely a best option in this budget range . I have got it in 1999 in prime day sale.Boat 👍👍👍",5,
Good whach,Reviewed in India 🇮🇳 on 26 September 2022,The media could not be loaded.,5,
I will recommend no one to buy Boat digital watch is worst I had wasted my all 1800rs,Reviewed in India 🇮🇳 on 17 October 2022,"It is a worst product boat digital watch, we can't use watch and our Bluetooth earphones on same time as we connect watch after receiving calls audio comes outside like on speaker it will always and there is not any option to change or anything. I trusted on boat and ordered this... But not its of no use. Features is worst,",1,
Good battery backup.,Reviewed in India 🇮🇳 on 1 August 2022,"Firstly thanks to Amazon for one day Delivery. This watch comes with heart rate meter, SPO2 meter, fitness goals, alarm, call rejector, and many more. Battery life is good. This watch gives me battery backup for 6 days and Takes 1.5 hour to charge from 0-100%.. Overall good smartwatch. Thanks to Boat❤️",5,
Affordable and good Watch,Reviewed in India 🇮🇳 on 5 August 2022,"Got these watch as My job requires field work and this has been a saviour, I can easily take calls and Important notification even if I don't carry my phone in my hand. UI is top notch quality, works so smooth and it battery last for a good time . Definitely recommend",5,
Classy smart watch,Reviewed in India 🇮🇳 on 28 July 2022,I'm using this smart watch from day one. It's really good looking with soft and flexible straps. Calling quality is too good with loud and clear audio quality speaker. Display brightness is good even in sun light. Other activities features and notification are also good and quite accurate. Best smart calling watch in this price range,5,
Good itms,Reviewed in India 🇮🇳 on 12 September 2022,Good,5,
Super  worth of cost,Reviewed in India 🇮🇳 on 13 September 2022,Super,5,
Waste of money,Reviewed in India 🇮🇳 on 28 September 2022,User experience sucks,2,
Budget smartwatch,Reviewed in India 🇮🇳 on 6 August 2022,"boAt Wave Call is a budget smartwatch.Overall performance is good.The most highlighting feature is that it support Bluetooth calling with this price range.Awesome, just simply superb.A very good product by boat. I am completely satisfied with this product.",5,
Boat Wave call,Reviewed in India 🇮🇳 on 25 August 2022,Boat wave call nice product call sound clear more then 10 days battery life touch screen amazing measure ment average.,5,
Battery life is superb and touch is so smooth and access is so fast,Reviewed in India 🇮🇳 on 27 August 2022,Nice experience with this item battery life is superb Touch is so smooth and fast responseAnd It looks so beautiful,5,
Over all good,Reviewed in India 🇮🇳 on 23 August 2022,Few days ago i bought this boat smart watch.its a good watch in this category and range. Large display well good looking. Battery backup average..over all this range good product,5,
Value for money,Reviewed in India 🇮🇳 on 30 August 2022,"Without bluetooth calling battery life is around 10 days. Good build quality, good display.",5,
Worst watchever,Reviewed in India 🇮🇳 on 19 October 2022,"When I received it was having an battery issue, so i replaced but second time when it is having an display issue, I am getting lines on the display, and to contact baot support its not easy. Worst watchever and worst experience of boat",1,
Do not buy to waste your hard earned money....,Reviewed in India 🇮🇳 on 2 August 2022,"Worst product I ever purchase from Boat. Battery performance is pathetic, if we have choice to give negative rating than I will give the negative rating to battery performance. Only appearance is good rest is worst.",2,
Perfect Watch,Reviewed in India 🇮🇳 on 8 August 2022,Using this watch since a week . The battery backup of this watch is too good . On calling a voice is also clear . Look of this watch also looking very decent. Overall this is a perfect smart Watch .,5,
Amazing watch,Reviewed in India 🇮🇳 on 6 September 2022,Premium QualityBest for giftingWorth Buying,5,
Not satisfied with the product,Reviewed in India 🇮🇳 on 15 October 2022,Received product at 11.30am in a battery dead condition. charged for 2 hours to make it 100%. After that battery drained to 6%. Within 3 hours without any major activity like Bluetooth calling or playing music.Steps count also showed incorrect.  Not satisfied with overall product so placed returned request on same day.,1,
Value for Money!!,Reviewed in India 🇮🇳 on 5 August 2022,"I recently purchased this watch for my brother and I am amazed with the features that this watch offer in this price range, Super compatible with his one plus phone with feature like answering through is watch.Worth buying!!",5,
Very good call function work properly with clear mic,Reviewed in India 🇮🇳 on 3 September 2022,Good calling function available,5,
Cool calling watch,Reviewed in India 🇮🇳 on 7 August 2022,Great strap and also the material quality of watch is superb . Call function is working properly.  Having breath option is very useful for me in the daily yoga. I like this product,5,
Wish to replace,Reviewed in India 🇮🇳 on 7 September 2022,Touch not functioning. Bluetooth conection not supporting.,2,
Ossam watch,Reviewed in India 🇮🇳 on 28 July 2022,"Good calling smart watch... 1.69"" hd display is  enough to operate my mobile on watch.This is too slim and look fantastic on my wrist .There are many sports modes in the watch. It is sweat proof too .I can save 10 contact in this amazing watch",5,
Battery will dry within in 10Hrs,Reviewed in India 🇮🇳 on 14 October 2022,"Product wise okay, but battery life is too worst, I didn't expect in Boat this type of Battery life. Same like mobile we need to charge every day. (Without connecting bluetooth this much fast dry) Just you think with Bluetooth how much time you will get battery.",1,
Not good watch,Reviewed in India 🇮🇳 on 12 August 2022,Having so many problems not not a good battery backup and not supported bluetooth.Disconnect automatically with phone having many other problems also,2,
Premium Design and Features of smartwatch in the most affordable price,Reviewed in India 🇮🇳 on 26 July 2022,"Search for a smartwatch that fulfills all your expectations end with Wave Call from Boat. This smartwatch is filled with features that could bring shame to other options in market. Sleek, durable strip, good resolution, tracking everything possible close to original readingsbetc are all advantages. Go for it without thinking.",5,
Battery life excellent..,Reviewed in India 🇮🇳 on 4 September 2022,Nice Product with cost effective,5,
"Good Watch, Must Buy",Reviewed in India 🇮🇳 on 8 August 2022,Good Quality watch for calling and provide better voice quality.Looking very nice in balck colour.Well fitted with size.Belt quality is nice.Watch provides good feature and we can use in daily life,5,
Branded !!!!! Boat ⛵ always Rocks,Reviewed in India 🇮🇳 on 4 August 2022,Watch is too awesome.Features are too good. Battery life is awesome i charged the watch 1-2 in 15-20 days.Sensor is also good .Best thing its is under 2000.This version of app is too good,5,
Loving my boat wave,Reviewed in India 🇮🇳 on 27 July 2022,I am a boat fan but i haven't used boat smartwatch before but after buying this watch my mind full changed as it is so smooth and looks so amazing in hand. Performance and watch faces are so good.Thanks Boat Wave,5,
Features not up to the mark,Reviewed in India 🇮🇳 on 3 October 2022,Features are very less in terms of watch faces or sports modes... We cannot change font or create watchface as per our needs. Very very basic watch... Once watch disconnects from phone its very difficult to connect again without restarting watch as well as your phone... Other brands are giving way better features than this brand...,1,
Very Good Product,Reviewed in India 🇮🇳 on 15 August 2022,I have never seen this type of Product. This is an excellent product & value for money.I am delighted to bring/purchase the product.,5,
Good Quality Boat Watch,Reviewed in India 🇮🇳 on 8 August 2022,Amazing Smart WatchHas HD Display and Sharper ResolutionSlim DesignIts has Multi sports modeBest is the watch speaker which is loud and clearWorth for Money,5,
Worth buying,Reviewed in India 🇮🇳 on 27 July 2022,"The smartwatch is amazing.... Features are really fantastic. We can find our mobile even when it is on silent or DND mode when connected.  We can save upto 10 contacts, number keypad is good and mic is nice. Everything looks great❣️.",5,
Best smartwatch for this price,Reviewed in India 🇮🇳 on 28 July 2022,"I really love this watch, its Bluetooth calling is awesome and has best noise cancellation. It's UI is also best, very easy to use and has many feature. Also the camera feature work flawlessly.Such a good watch at this low price.",5,
Amazing watch,Reviewed in India 🇮🇳 on 31 August 2022,Amazing watch with full of feauters,5,
அக்டோபர் 7ல் Boat wave watch வாங்கினேன். தற்போது வேலை செய்யவில்லை,Reviewed in India 🇮🇳 on 23 October 2022,The media could not be loaded.,2,
Nice watch,Reviewed in India 🇮🇳 on 8 August 2022,Great touch response and voice quality of calls also great. Battery life is good. Step tracking is accurate. Heart rate tracking is up to the mark. Overall a good product.,5,
Very poor battery life,Reviewed in India 🇮🇳 on 27 October 2022,Very poor battery life. After full charging I switched off the watch and after 2 days i switched on the watch and the battery of the watch becomes totally zero,1,
Stunning watch from boat,Reviewed in India 🇮🇳 on 3 August 2022,Watch faces are really cool and I have no face any problem with watch it's soo smooth  ui . Also the calling function is working soon good.  Overall I love this product,5,
"BOAT WAVE CALL - DO NOT PURCHASE, BATTERY DRAIN ISSUE IN BOTH THE ORDERS OF SAME MODEL.",Reviewed in India 🇮🇳 on 9 October 2022,"The media could not be loaded.
                



 HAD ORDERED THE SAME MODEL 2 TIMES (ON 23RD SEPT 2022 AT THE START OF GREAT INDIAN SALE, RETURNED AND AGAIN PLACED THE ORDER FOR SAME MODEL AS I THOUGHT THAT THERE MIGHT AN ISSUE WITH ONLY 1 PIECE BUT AGAIN SAME ISSUE I AM FACING. BOTH TIMES I HAVE RETURNED THE ORDER DUE TO SAME FAST BATTERY DRAIN ISSUE IN THIS MODEL OF BOAT.)WITHIN 3 HRS 21% BATTERY HAS BEEN DRAINED.DO NOT PURCHASE.@BOAT: HAVE YOU DONE THE QUALITY CHECK OF BOAT WAVE CALL SMARTWATCH MODEL?BECAUSE FROM SUCH A BRAND ITS NOT EXPECTED.WORST EXPERIENCE OF YOUR PRODUCT TILL NOW.",1,
Very poor product don't buy it,Reviewed in India 🇮🇳 on 8 October 2022,Very poor product don't buy it 😭😭😭😭😂 you will loose your money and Amazon denied refund as well. Now you have to bear with this poooor quality of boat ⛵. It will sink your money. There is no option of negative star else i will give -5.,1,
Dr.Sudheer singh,Reviewed in India 🇮🇳 on 2 September 2022,Nice smart watch...,5,
Average,Reviewed in India 🇮🇳 on 11 August 2022,"Features are very good.But I recieved faulty product,speaker was stopped working in 5 days only",2,
Awesome Product with Excellent Calling feature !!!,Reviewed in India 🇮🇳 on 29 July 2022,"I bought this product for fitness trackingIt also has the features of calling, call quality over speaker is also good, featherlight SmartwatchOne of the best watch to buy in this range with so many good functions, I am loving it...",5,
Very good product for daily use,Reviewed in India 🇮🇳 on 4 August 2022,Very good product liked it very much very good battery life and In low price it’s a value for money deal which made my day and came with super fast delivery of Amazon,5,
1 day battery life,Reviewed in India 🇮🇳 on 5 August 2022,Money best itme only 1day battery life bina phone or bt ke 100% change pe bhi 1day battery chla ta hai,2,
Product is good,Reviewed in India 🇮🇳 on 28 July 2022,"Product is good , but in my watch their is some issue , so I make replacement .Hope replacement will be all fineRest good smart watchOnly some update needed in choosing what features to see in smartwatch.",5,
Fully satisfied,Reviewed in India 🇮🇳 on 17 August 2022,"I really liked all of its features, especially the calling feature, I liked the best and super impressed with the battery life.",5,
Worst Product,Reviewed in India 🇮🇳 on 23 October 2022,Nothing is correct in the product what they are mentioned in the vidoes or Photos.Don't buy it for ur gud sakeWorst touch responseWorst button crownWorst package,1,
Briliant quality watch.,Reviewed in India 🇮🇳 on 30 July 2022,The watch builds quality is very good and look so awesome on hand.Watch features works smoothly and call quality is also decentThe speaker and The Mike quality are perfectNotification system also work well.Battery charging time is fast and long-lasting,5,
no massages and heartbeat weste,Reviewed in India 🇮🇳 on 11 October 2022,"The media could not be loaded.
                



 no screen massage s",2,
Most effective and unique features by boat this time.,Reviewed in India 🇮🇳 on 2 August 2022,Boat has given us something new and unique featured watch this time. Easy to use and straps are very much comfortable on wrist. Overall it's a worthy and much needed product in today's time.,5,
Super,Reviewed in India 🇮🇳 on 15 September 2022,The media could not be loaded.,5,
